DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ,AÑOOCU
1,101,11,2014,28,7,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,22,9,1,101,999,999,9,9,320,320,1,9,99,99,2014
12,1213,11,2014,12,9,12,1213,999,999,9,9,320,320,9,9,99,99,2014
1,114,11,2014,7,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,25,6,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,6,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2201,11,2014,8,10,22,2201,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,4,9,1,115,999,999,9,9,320,320,9,1,61,99,2014
22,2205,11,2014,13,8,22,2205,999,999,9,9,320,320,9,9,99,99,2014
1,115,11,2014,16,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
3,301,11,2014,10,10,1,101,999,999,9,9,320,320,1,1,99,99,2014
10,1006,11,2014,17,9,10,1006,999,999,9,9,320,320,9,9,61,99,2014
1,116,11,2014,9,7,1,116,999,999,9,9,320,320,9,9,99,99,2014
1,116,11,2014,8,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,116,11,2014,6,10,1,116,999,999,9,9,320,320,9,9,99,99,2014
1,115,11,2014,6,10,1,115,999,999,9,9,320,320,9,9,99,99,2014
6,608,11,2014,17,10,6,608,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,27,8,1,108,999,999,9,9,320,320,9,9,99,99,2014
10,1001,11,2014,2,10,10,1001,999,999,9,9,320,320,9,1,99,99,2014
9,920,11,2014,30,9,9,920,999,999,9,9,320,320,9,9,23,99,2014
1,101,11,2014,27,3,1,101,999,999,9,9,320,320,9,9,99,99,2014
13,1312,11,2014,8,8,13,1312,999,999,9,9,320,320,1,9,43,99,2014
1,108,11,2014,3,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,8,1,101,999,999,9,9,320,320,9,9,24,26,2014
7,704,11,2014,27,6,7,704,999,999,9,9,320,320,9,1,75,99,2014
8,801,11,2014,16,9,8,801,999,999,9,9,320,320,1,9,75,99,2014
5,513,11,2014,3,7,5,513,999,999,9,9,320,320,9,9,99,99,2014
4,401,11,2014,4,9,4,401,999,999,9,9,320,320,9,9,99,99,2014
5,512,11,2014,27,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,7,1,101,999,999,9,9,320,320,9,9,21,99,2014
2,207,11,2014,28,8,2,207,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,29,9,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,115,11,2014,3,9,1,101,999,999,9,9,320,320,9,9,31,23,2014
1,101,11,2014,2,10,1,101,999,999,9,9,320,320,9,9,21,99,2014
13,1304,11,2014,2,10,13,1304,999,999,9,9,320,320,9,9,61,99,2014
22,2208,11,2014,14,10,22,2208,999,999,9,9,320,320,1,9,61,99,2014
1,101,11,2014,16,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
4,401,11,2014,3,6,4,401,999,999,9,9,320,320,9,9,99,99,2014
21,2101,11,2014,27,10,21,2106,999,999,9,9,320,320,9,9,61,43,2014
1,114,11,2014,3,4,1,114,999,999,9,9,320,320,9,9,99,99,2014
9,901,11,2014,28,7,9,901,999,999,9,9,320,320,9,9,52,26,2014
1,101,11,2014,18,8,16,1601,999,999,9,9,320,320,9,9,01,23,2014
1,101,11,2014,28,8,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,8,1,101,999,999,9,9,320,320,9,1,43,43,2014
1,101,11,2014,10,9,1,101,999,999,9,9,320,320,9,9,74,99,2014
21,2101,11,2014,4,9,21,2101,999,999,9,9,320,320,1,9,23,23,2014
21,2101,11,2014,10,10,21,2101,999,999,9,9,320,320,9,9,92,99,2014
22,2201,11,2014,30,9,22,2201,999,999,9,9,320,320,9,9,92,99,2014
7,701,11,2014,14,4,7,712,999,999,9,9,320,320,9,9,99,99,2014
3,309,11,2014,12,2,3,309,999,999,9,9,320,320,9,9,99,99,2014
4,401,11,2014,7,7,20,2001,999,999,9,9,320,320,9,9,83,99,2014
1,101,11,2014,12,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,115,11,2014,18,9,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,17,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,115,11,2014,14,8,1,114,999,999,9,9,320,320,1,9,99,99,2014
9,917,11,2014,24,9,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,13,8,1,101,999,999,9,9,320,320,1,9,99,99,2014
4,401,11,2014,8,10,4,401,999,999,9,9,320,320,9,9,99,99,2014
15,1501,11,2014,16,5,15,1501,999,999,9,9,320,320,9,9,52,99,2014
1,101,11,2014,9,6,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,11,2014,21,8,1,101,999,999,9,9,320,320,9,9,72,99,2014
1,101,11,2014,13,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,16,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,23,1,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,2,10,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,5,1,101,999,999,9,9,320,320,9,9,99,99,2014
18,1801,11,2014,21,7,18,1804,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
10,1002,11,2014,9,10,10,1002,999,999,9,9,320,320,9,9,99,23,2014
1,101,11,2014,30,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,10,1,101,999,999,9,9,320,320,9,9,26,99,2014
11,1101,11,2014,23,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
2,208,11,2014,29,9,2,208,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,8,8,1,108,999,999,9,9,320,320,1,9,34,99,2014
11,1106,11,2014,3,10,10,1008,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,31,7,11,1105,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,5,1,108,999,999,9,9,320,320,1,1,24,34,2014
1,101,11,2014,25,2,1,101,999,999,9,9,320,320,9,9,99,99,2014
17,1712,11,2014,16,10,17,1712,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,3,10,11,1101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,25,7,9,920,999,999,9,9,320,320,9,1,23,22,2014
1,101,11,2014,6,10,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,10,1,101,999,999,9,9,320,320,9,9,83,41,2014
1,101,11,2014,24,7,1,108,999,999,9,9,320,320,9,9,21,43,2014
1,101,11,2014,22,9,20,2001,999,999,9,9,320,320,9,1,99,99,2014
1,101,11,2014,23,10,1,117,999,999,9,9,320,320,9,9,99,99,2014
9,920,11,2014,7,7,9,920,999,999,9,9,320,320,9,9,92,99,2014
1,101,11,2014,22,5,1,108,999,999,9,9,320,320,1,1,99,99,2014
12,1213,11,2014,14,5,12,1213,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,25,9,9,917,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,9,1,103,999,999,9,9,320,320,9,9,99,99,2014
12,1202,11,2014,7,10,12,1202,999,999,9,9,320,320,9,1,61,99,2014
13,1326,11,2014,21,7,13,1326,999,999,9,9,320,320,9,9,99,99,2014
9,901,11,2014,25,3,9,901,999,999,9,9,320,320,9,9,35,99,2014
1,101,11,2014,3,3,1,101,999,999,9,9,320,320,9,9,99,75,2014
1,101,11,2014,11,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,2,1,1,101,999,999,9,9,320,320,9,9,22,99,2014
1,101,11,2014,29,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,9,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,25,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,22,8,1,102,999,999,9,9,320,320,9,9,99,99,2014
20,2001,11,2014,28,8,20,2001,999,999,9,9,320,320,9,9,99,99,2014
9,923,11,2014,2,9,9,923,999,999,9,9,320,320,9,9,61,99,2014
15,1502,11,2014,4,9,15,1502,999,999,9,9,320,320,1,9,99,99,2014
11,1101,11,2014,7,10,6,614,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,23,9,11,1101,999,999,9,9,320,320,9,9,99,99,2014
1,115,11,2014,13,10,1,114,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,31,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,10,5,511,999,999,9,9,320,320,1,1,99,99,2014
14,1413,11,2014,1,10,14,1413,999,999,9,9,320,320,9,9,81,99,2014
17,1712,11,2014,9,9,17,1712,999,999,9,9,320,320,9,9,99,99,2014
10,1001,11,2014,28,10,10,1003,999,999,9,9,320,320,9,9,33,23,2014
1,101,11,2014,9,10,1,103,999,999,9,9,320,320,9,9,99,99,2014
4,403,11,2014,16,10,4,403,999,999,9,9,320,320,9,9,61,99,2014
22,2201,11,2014,10,11,22,2201,999,999,9,9,320,320,1,9,99,99,2014
1,101,11,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,14,10,9,919,999,999,9,9,320,320,9,9,99,99,2014
20,2001,11,2014,22,9,20,2001,999,999,9,9,320,320,9,9,23,99,2014
1,101,11,2014,1,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,12,9,1,101,999,999,9,9,320,320,1,9,99,99,2014
1,101,11,2014,27,3,1,101,999,999,9,9,320,320,9,9,99,99,2014
14,1413,11,2014,15,4,14,1413,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,3,7,1,101,999,999,9,9,320,320,1,1,99,99,2014
14,1412,11,2014,7,8,14,1412,999,999,9,9,320,320,9,9,99,99,2014
1,108,11,2014,4,6,1,108,999,999,9,9,320,320,1,9,72,99,2014
1,115,11,2014,14,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
19,1905,11,2014,23,9,19,1905,999,999,9,9,320,320,9,9,99,99,2014
2,204,11,2014,28,8,2,204,999,999,9,9,320,320,9,9,71,99,2014
13,1320,11,2014,15,8,13,1320,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,28,9,1,115,999,999,9,9,320,320,1,9,99,43,2014
5,511,11,2014,7,3,1,115,999,999,9,9,320,320,9,9,61,99,2014
1,117,11,2014,2,10,1,101,999,999,9,9,320,320,9,9,33,41,2014
14,1404,11,2014,11,2,14,1404,999,999,9,9,320,320,9,9,99,99,2014
4,404,11,2014,25,9,4,404,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,7,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,3,10,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,101,11,2014,3,6,22,2204,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,23,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
3,301,11,2014,4,7,3,306,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,19,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
15,1504,11,2014,28,8,15,1504,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,16,10,1,115,999,999,9,9,320,320,1,9,99,99,2014
9,919,11,2014,14,10,9,919,999,999,9,9,320,320,9,9,99,99,2014
21,2101,11,2014,23,10,21,2101,999,999,9,9,320,320,9,9,92,99,2014
21,2101,11,2014,23,10,21,2101,999,999,9,9,320,320,9,1,99,23,2014
1,101,11,2014,19,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
10,1001,11,2014,28,4,10,1001,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,8,1,101,999,999,9,9,320,320,9,9,34,23,2014
1,117,11,2014,25,8,1,101,999,999,9,9,320,320,9,9,52,99,2014
9,924,11,2014,29,9,9,924,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,27,8,11,1101,999,999,9,9,320,320,9,9,99,99,2014
22,2205,11,2014,11,11,22,2205,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,23,10,1,108,999,999,9,9,320,320,9,9,99,99,2014
11,1101,11,2014,11,11,11,1101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,6,3,306,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,14,3,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,16,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
13,1326,11,2014,25,7,14,1405,999,999,9,9,320,320,9,9,61,99,2014
9,920,11,2014,9,9,9,920,999,999,9,9,320,320,9,9,61,99,2014
10,1001,11,2014,6,11,11,1101,999,999,9,9,320,320,9,9,99,99,2014
9,920,11,2014,30,9,9,920,999,999,9,9,320,320,9,9,92,99,2014
6,601,11,2014,22,10,6,601,999,999,9,9,320,320,9,9,99,99,2014
20,2011,11,2014,30,9,20,2011,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,27,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
5,502,11,2014,10,9,5,504,999,999,9,9,320,320,9,9,99,43,2014
2,201,11,2014,3,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
5,506,11,2014,9,6,5,506,999,999,9,9,320,320,9,1,99,99,2014
1,101,11,2014,8,10,4,401,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,9,10,1009,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,8,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
20,2008,11,2014,8,10,20,2008,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,13,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,24,7,6,602,999,999,9,9,320,320,9,9,92,99,2014
1,101,12,2014,9,10,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,10,1,101,999,999,9,9,320,320,9,1,99,21,2014
1,101,12,2014,7,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,9,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,22,4,6,606,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,23,10,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,115,12,2014,7,10,1,115,999,999,9,9,320,320,9,9,99,99,2014
13,1307,12,2014,11,8,13,1307,999,999,9,9,320,320,9,9,99,99,2014
13,1301,12,2014,7,10,13,1301,999,999,9,9,320,320,9,9,99,99,2014
13,1309,12,2014,7,10,13,1301,999,999,9,9,320,320,9,9,99,99,2014
13,1301,12,2014,5,9,13,1301,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,13,8,1,101,999,999,9,9,320,320,9,9,21,99,2014
1,101,12,2014,8,10,2,203,999,999,9,9,320,320,9,9,92,99,2014
1,115,12,2014,7,11,15,1503,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,901,12,2014,14,7,14,1412,999,999,9,9,320,320,9,1,99,99,2014
1,101,12,2014,10,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
2,201,12,2014,7,1,16,1601,999,999,9,9,320,320,9,9,99,99,2014
1,108,12,2014,24,7,1,108,999,999,9,9,320,320,1,1,99,99,2014
13,1311,12,2014,21,11,13,1301,999,999,9,9,320,320,9,9,99,99,2014
5,502,12,2014,14,8,5,502,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,27,10,1,101,999,999,9,9,320,320,9,9,23,23,2014
1,115,12,2014,18,9,1,101,999,999,9,9,320,320,9,9,93,99,2014
10,1001,12,2014,7,11,10,1001,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,2,9,1,101,999,999,9,9,320,320,9,9,99,41,2014
17,1701,12,2014,14,11,17,1701,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,7,10,1,106,999,999,9,9,320,320,9,9,99,99,2014
18,1801,12,2014,4,11,18,1804,999,999,9,9,320,320,9,9,99,99,2014
5,506,12,2014,22,9,5,506,999,999,9,9,320,320,9,9,99,99,2014
5,506,12,2014,26,5,5,506,999,999,9,9,320,320,9,9,99,99,2014
14,1401,12,2014,11,9,5,502,999,999,9,9,320,320,9,9,92,99,2014
10,1002,12,2014,29,8,11,1106,999,999,9,9,320,320,9,1,61,99,2014
10,1001,12,2014,11,7,10,1001,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,25,9,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,27,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
12,1207,12,2014,30,10,12,1207,999,999,9,9,320,320,9,9,99,99,2014
5,501,12,2014,12,9,5,501,999,999,9,9,320,320,9,1,99,23,2014
1,101,12,2014,10,11,1,106,999,999,9,9,320,320,9,9,99,99,2014
20,2007,12,2014,29,9,20,2007,999,999,9,9,320,320,1,1,99,99,2014
1,115,12,2014,13,11,1,115,999,999,9,9,320,320,9,1,99,99,2014
21,2101,12,2014,23,10,21,2106,999,999,9,9,320,320,9,9,61,99,2014
15,1508,12,2014,14,10,15,1508,999,999,9,9,320,320,9,9,99,99,2014
21,2101,12,2014,3,11,21,2102,999,999,9,9,320,320,9,1,99,99,2014
1,101,12,2014,29,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,914,12,2014,26,9,9,901,999,999,9,9,320,320,9,9,83,99,2014
1,101,12,2014,26,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,7,1,101,999,999,9,9,320,320,9,9,43,41,2014
1,101,12,2014,21,10,1,101,999,999,9,9,320,320,9,9,99,23,2014
14,1404,12,2014,27,10,14,1404,999,999,9,9,320,320,9,9,99,99,2014
21,2102,12,2014,30,9,21,2102,999,999,9,9,320,320,9,9,92,99,2014
21,2101,12,2014,20,11,21,2101,999,999,9,9,320,320,9,9,99,99,2014
20,2001,12,2014,4,8,20,2001,999,999,9,9,320,320,9,9,99,99,2014
19,1902,12,2014,5,11,19,1902,999,999,9,9,320,320,9,9,99,99,2014
9,922,12,2014,27,8,9,920,999,999,9,9,320,320,9,9,99,99,2014
18,1801,12,2014,29,10,18,1801,999,999,9,9,320,320,9,9,92,99,2014
20,2001,12,2014,30,4,20,2001,999,999,9,9,320,320,9,1,43,99,2014
18,1805,12,2014,18,8,18,1805,999,999,9,9,320,320,9,9,61,99,2014
1,101,12,2014,2,10,1,103,999,999,9,9,320,320,9,9,99,99,2014
5,503,12,2014,31,3,5,503,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,19,9,1,108,999,999,9,9,320,320,1,1,52,99,2014
10,1001,12,2014,18,11,10,1001,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,2,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,1,10,1,101,999,999,9,9,320,320,1,9,99,99,2014
18,1805,12,2014,20,11,18,1804,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,9,1,101,999,999,9,9,320,320,9,9,52,99,2014
5,501,12,2014,10,6,5,501,999,999,9,9,320,320,9,9,99,99,2014
10,1003,12,2014,11,11,10,1010,999,999,9,9,320,320,1,1,61,99,2014
1,101,12,2014,17,9,22,2207,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
5,509,12,2014,24,10,14,1421,999,999,9,9,320,320,9,9,99,99,2014
16,1609,12,2014,23,9,16,1609,999,999,9,9,320,320,9,9,99,99,2014
5,505,12,2014,14,10,5,501,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,17,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
4,401,12,2014,3,11,4,401,999,999,9,9,320,320,9,9,99,99,2014
20,2001,12,2014,18,6,20,2001,999,999,9,9,320,320,9,1,92,99,2014
4,416,12,2014,28,11,4,416,999,999,9,9,320,320,9,9,75,99,2014
14,1404,12,2014,8,10,14,1404,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,7,1,106,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,10,3,301,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,9,22,2211,999,999,9,9,320,320,9,9,33,41,2014
1,101,12,2014,17,6,1,101,999,999,9,9,320,320,9,9,34,43,2014
19,1901,12,2014,13,10,19,1901,999,999,9,9,320,320,9,9,99,99,2014
2,201,12,2014,27,10,2,201,999,999,9,9,320,320,9,9,99,99,2014
2,201,12,2014,7,10,2,201,999,999,9,9,320,320,9,9,99,99,2014
2,201,12,2014,26,9,2,207,999,999,9,9,320,320,1,9,61,99,2014
18,1801,12,2014,13,10,18,1804,999,999,9,9,320,320,9,9,99,99,2014
2,201,12,2014,13,11,2,207,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,6,11,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,25,7,1,101,999,999,9,9,320,320,9,9,83,99,2014
5,501,12,2014,28,8,5,501,999,999,9,9,320,320,1,9,99,99,2014
9,901,12,2014,11,8,9,901,999,999,9,9,320,320,1,1,99,99,2014
10,1001,12,2014,22,10,10,1001,999,999,9,9,320,320,9,9,61,99,2014
1,117,12,2014,12,6,1,117,999,999,9,9,320,320,9,9,61,99,2014
1,101,12,2014,17,11,1,101,999,999,9,9,320,320,1,9,72,99,2014
13,1320,12,2014,22,9,13,1320,999,999,9,9,320,320,9,9,99,99,2014
19,1901,12,2014,21,3,20,2001,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,28,10,1,101,999,999,9,9,320,320,9,9,43,23,2014
1,101,12,2014,3,10,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,101,12,2014,8,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
17,1712,12,2014,20,8,17,1712,999,999,9,9,320,320,9,9,99,99,2014
13,1326,12,2014,25,7,13,1326,999,999,9,9,320,320,9,9,99,99,2014
22,2207,12,2014,26,11,22,2207,999,999,9,9,320,320,9,9,99,99,2014
16,1607,12,2014,19,9,16,1607,999,999,9,9,320,320,9,9,99,99,2014
22,2204,12,2014,26,11,22,2204,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,9,10,1,108,999,999,9,9,320,320,1,1,99,99,2014
1,101,12,2014,16,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,920,12,2014,7,8,9,920,999,999,9,9,320,320,9,9,52,99,2014
1,101,12,2014,30,9,1,101,999,999,9,9,320,320,9,9,52,99,2014
1,101,12,2014,2,7,1,101,999,999,9,9,320,320,9,9,99,96,2014
1,101,12,2014,9,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,16,10,1,101,999,999,9,9,320,320,1,1,99,99,2014
2,207,12,2014,15,10,2,207,999,999,9,9,320,320,9,9,61,99,2014
2,207,12,2014,18,9,2,207,999,999,9,9,320,320,9,9,61,99,2014
1,117,12,2014,28,11,1,115,999,999,9,9,320,320,9,9,61,99,2014
5,506,12,2014,10,10,5,506,999,999,9,9,320,320,1,9,99,99,2014
3,301,12,2014,12,11,3,301,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
3,301,12,2014,16,7,3,302,999,999,9,9,320,320,9,9,75,99,2014
9,924,12,2014,17,9,9,924,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,24,10,13,1326,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,8,9,1,101,999,999,9,9,320,320,9,9,24,24,2014
1,101,12,2014,23,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,24,11,1,101,999,999,9,9,320,320,9,9,03,99,2014
8,801,12,2014,24,10,8,801,999,999,9,9,320,320,9,9,61,99,2014
1,101,12,2014,5,11,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,18,2,1,108,999,999,9,9,320,320,1,9,99,99,2014
1,101,12,2014,3,10,1,101,999,999,9,9,320,320,1,1,99,99,2014
1,101,12,2014,6,11,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2201,12,2014,19,11,22,2201,999,999,9,9,320,320,9,1,99,99,2014
1,101,12,2014,13,8,1,101,999,999,9,9,320,320,9,9,52,99,2014
1,101,12,2014,24,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,24,7,9,920,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,19,6,1,101,999,999,9,9,320,320,9,1,99,41,2014
16,1615,12,2014,15,8,16,1613,999,999,9,9,320,320,9,9,61,99,2014
11,1103,12,2014,22,8,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,12,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,12,2014,26,9,1,101,999,999,9,9,320,320,9,9,43,23,2014
1,101,12,2014,24,3,1,101,999,999,9,9,320,320,9,1,52,26,2014
1,101,12,2014,2,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,10,10,1,108,999,999,9,9,320,320,1,9,99,99,2014
14,1401,12,2014,29,9,14,1401,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,26,9,1,101,999,999,9,9,320,320,9,1,24,23,2014
8,802,12,2014,6,11,8,802,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,26,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
7,710,12,2014,28,10,7,710,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,4,9,1,101,999,999,9,9,320,320,9,9,75,99,2014
4,412,12,2014,27,8,4,412,999,999,9,9,320,320,9,9,61,99,2014
9,920,12,2014,24,11,9,920,999,999,9,9,320,320,9,9,99,75,2014
9,920,12,2014,1,10,9,920,999,999,9,9,320,320,9,9,52,99,2014
11,1101,12,2014,18,9,11,1101,999,999,9,9,320,320,1,9,99,99,2014
1,101,12,2014,17,6,1,101,999,999,9,9,320,320,9,9,35,41,2014
1,109,12,2014,1,12,1,109,999,999,9,9,320,320,1,1,75,99,2014
1,101,12,2014,12,11,1,101,999,999,9,9,320,320,9,1,35,23,2014
8,802,12,2014,16,9,8,802,999,999,9,9,320,320,9,9,99,99,2014
18,1804,12,2014,3,12,18,1804,999,999,9,9,320,320,9,9,99,99,2014
7,701,12,2014,29,8,7,704,999,999,9,9,320,320,1,1,92,99,2014
1,101,12,2014,10,11,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,901,12,2014,27,1,9,901,999,999,9,9,320,320,9,9,52,99,2014
6,608,12,2014,25,8,6,609,999,999,9,9,320,320,9,9,99,99,2014
1,101,12,2014,5,8,1,101,999,999,9,9,320,320,9,9,31,99,2014
3,308,12,2014,16,7,3,308,999,999,9,9,320,320,9,9,99,99,2014
