DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ,AÑOOCU
14,1401,7,2014,28,4,14,1401,44,38,4,4,320,320,4,5,21,26,2014
1,101,6,2014,27,1,18,1801,45,41,4,4,320,320,5,9,21,26,2014
1,101,4,2014,20,2,1,101,60,54,9,4,320,320,5,5,22,26,2014
1,101,7,2014,4,6,1,101,999,999,9,9,320,320,1,9,22,26,2014
18,1801,6,2014,7,3,1,101,39,33,4,4,320,320,5,5,24,26,2014
1,102,7,2014,22,5,1,102,32,32,4,4,320,320,9,9,24,26,2014
3,301,5,2014,4,4,3,301,36,28,4,4,320,320,5,5,26,26,2014
1,101,9,2014,5,6,1,101,46,43,9,9,320,320,5,5,26,26,2014
1,101,4,2014,20,2,1,101,34,29,9,9,320,320,1,1,99,26,2014
5,502,2,2014,23,1,5,506,51,30,9,4,320,320,1,5,99,26,2014
9,901,4,2014,4,3,9,901,40,34,1,4,320,320,9,5,99,26,2014
1,101,6,2014,12,5,1,101,39,39,9,4,320,320,9,5,99,26,2014
17,1705,9,2014,30,7,17,1705,39,44,4,9,320,320,5,5,26,26,2014
9,923,7,2014,6,5,9,923,32,33,4,4,320,320,5,5,31,26,2014
1,101,6,2014,7,2,1,108,999,999,9,9,320,320,9,9,34,26,2014
1,101,9,2014,28,5,1,101,34,37,4,4,320,320,5,5,52,26,2014
1,101,7,2014,21,3,1,108,39,34,4,4,320,320,5,6,26,26,2014
1,101,6,2014,29,4,1,101,37,33,4,4,320,320,5,5,21,26,2014
16,1601,8,2014,12,6,16,1601,39,31,4,4,320,320,4,5,23,26,2014
1,101,4,2014,11,2,1,101,39,33,4,4,320,320,4,5,23,26,2014
1,101,6,2014,22,5,1,101,38,40,4,4,320,320,6,5,26,26,2014
1,101,8,2014,22,4,1,101,999,999,9,9,320,320,9,9,26,26,2014
1,101,5,2014,24,3,1,101,35,28,4,4,320,320,5,5,35,26,2014
5,501,6,2014,20,2,5,501,999,34,9,4,320,320,9,5,99,26,2014
1,102,3,2014,20,2,1,101,40,40,9,4,320,320,5,4,52,26,2014
1,101,4,2014,24,1,1,102,41,42,4,4,320,320,5,9,52,26,2014
1,108,9,2014,20,2,1,108,36,33,4,4,320,320,4,4,31,26,2014
1,101,6,2014,12,3,1,101,999,999,9,9,320,320,9,9,99,26,2014
14,1403,9,2014,7,8,14,1403,33,31,5,1,320,320,4,4,99,32,2014
1,108,9,2014,23,6,1,108,999,36,9,4,320,320,9,4,99,32,2014
16,1601,7,2014,9,6,16,1601,37,33,4,4,320,320,5,4,26,32,2014
1,101,8,2014,20,5,1,101,999,999,9,9,320,320,9,9,41,32,2014
8,801,3,2014,7,2,8,801,22,22,1,1,320,320,4,3,72,32,2014
12,1215,3,2014,13,1,12,1215,25,26,4,4,320,320,5,4,99,32,2014
6,601,6,2014,23,4,6,601,64,51,9,4,320,320,1,4,99,32,2014
22,2205,5,2014,31,3,22,2205,33,29,4,4,320,320,5,4,21,33,2014
16,1601,5,2014,5,2,15,1503,24,25,5,4,320,320,5,4,23,33,2014
21,2104,7,2014,9,7,21,2104,31,31,4,4,320,320,4,4,23,33,2014
16,1601,8,2014,2,6,16,1601,999,999,9,9,320,320,9,9,23,33,2014
11,1101,8,2014,23,5,11,1101,23,26,4,4,320,320,5,4,31,33,2014
18,1801,5,2014,17,1,18,1801,30,29,4,4,320,320,4,4,33,33,2014
22,2212,5,2014,9,4,22,2212,33,29,4,4,320,320,4,4,33,33,2014
18,1804,5,2014,2,3,18,1804,35,32,4,4,320,320,4,4,34,33,2014
1,101,8,2014,12,5,1,101,33,23,4,4,320,320,4,4,43,33,2014
22,2207,8,2014,5,6,1,101,999,999,9,9,320,320,1,9,43,33,2014
21,2101,1,2014,8,1,22,2204,37,29,4,4,320,320,2,4,71,33,2014
22,2201,8,2014,7,7,22,2201,76,36,4,4,320,320,1,4,74,33,2014
20,2004,6,2014,24,4,20,2004,32,27,4,4,320,320,4,4,99,33,2014
9,903,5,2014,24,4,9,901,33,30,4,4,320,320,1,4,99,33,2014
1,101,7,2014,7,4,1,101,999,999,9,9,320,320,9,9,99,33,2014
2,204,9,2014,3,6,2,204,999,999,9,9,320,320,1,9,99,33,2014
10,1010,7,2014,17,7,9,901,999,999,9,9,320,320,9,9,99,33,2014
10,1003,5,2014,30,1,10,1003,33,34,9,4,320,320,9,4,99,33,2014
1,114,7,2014,26,5,1,101,42,31,4,4,320,320,5,5,26,33,2014
6,608,7,2014,24,6,6,608,26,25,4,4,320,320,4,4,32,33,2014
9,920,7,2014,23,2,9,920,999,999,9,4,320,320,9,9,51,33,2014
9,923,7,2014,19,5,9,923,36,28,4,4,320,320,5,5,25,34,2014
1,101,2,2014,6,1,1,101,53,33,4,9,320,320,5,4,12,34,2014
12,1223,6,2014,2,5,12,1223,29,26,4,1,320,320,4,4,23,34,2014
16,1601,6,2014,19,3,16,1601,999,999,9,9,320,320,9,9,34,34,2014
16,1615,7,2014,3,1,16,1615,36,26,4,4,320,320,4,4,43,34,2014
16,1601,9,2014,25,6,16,1601,28,33,1,4,320,320,9,4,52,34,2014
1,101,6,2014,21,3,1,101,999,999,9,9,320,320,9,9,52,34,2014
9,922,7,2014,18,2,9,922,35,30,4,4,320,840,4,4,52,34,2014
17,1712,5,2014,2,4,17,1712,28,27,4,4,320,320,2,4,61,34,2014
9,901,9,2014,1,7,9,901,36,35,4,4,320,320,3,3,71,34,2014
22,2204,5,2014,1,4,22,2204,48,45,4,4,320,320,3,4,83,34,2014
18,1801,4,2014,6,1,18,1801,39,37,4,4,320,320,3,4,99,34,2014
1,101,6,2014,24,3,1,101,999,999,9,9,320,320,9,9,99,34,2014
6,601,9,2014,16,5,1,101,999,999,9,9,320,320,9,9,99,34,2014
1,101,9,2014,5,5,1,101,999,999,9,9,320,320,9,9,01,34,2014
1,114,9,2014,31,7,1,102,28,29,4,4,320,320,4,9,31,34,2014
13,1302,9,2014,6,8,13,1302,24,23,4,4,320,320,4,4,31,34,2014
1,114,7,2014,7,5,1,114,22,19,4,4,320,320,4,4,42,34,2014
3,302,3,2014,6,2,3,302,39,39,4,4,320,320,5,4,12,35,2014
18,1801,6,2014,8,4,18,1801,28,23,4,4,320,320,4,4,23,35,2014
1,101,8,2014,18,3,1,108,37,35,9,9,320,320,1,1,26,35,2014
1,101,6,2014,6,3,1,101,999,41,9,9,320,188,9,1,31,35,2014
1,101,5,2014,22,1,1,101,999,999,9,9,320,320,9,9,33,35,2014
1,101,6,2014,6,5,1,101,24,24,4,4,320,320,5,4,34,35,2014
1,109,6,2014,11,2,1,101,33,33,4,4,320,320,4,4,35,35,2014
1,101,3,2014,6,1,1,101,29,24,9,4,320,320,4,4,43,35,2014
1,101,8,2014,13,3,1,101,999,999,9,9,320,320,9,9,43,35,2014
1,114,6,2014,28,4,1,114,26,20,4,4,320,320,2,4,83,35,2014
21,2101,2,2014,28,1,21,2101,28,24,4,4,320,320,3,4,99,35,2014
18,1801,6,2014,20,1,18,1801,26,27,4,4,320,320,9,4,99,35,2014
12,1201,8,2014,12,2,12,1201,999,28,4,4,320,320,4,4,99,35,2014
9,901,9,2014,27,8,9,901,41,46,1,4,320,320,2,4,99,35,2014
1,101,8,2014,26,2,1,101,999,999,9,9,320,320,9,9,12,41,2014
1,101,6,2014,20,3,1,101,39,999,4,9,320,320,5,9,21,41,2014
1,101,8,2014,19,5,1,101,999,999,9,9,320,320,9,9,21,41,2014
1,115,4,2014,21,3,1,115,26,27,4,4,320,320,5,4,21,41,2014
1,116,9,2014,1,4,1,109,999,999,9,9,320,320,9,9,23,41,2014
9,901,6,2014,21,3,9,901,999,999,9,9,320,320,9,9,23,41,2014
13,1312,8,2014,4,7,13,1312,999,999,9,9,320,320,9,9,23,41,2014
21,2101,8,2014,14,7,21,2101,999,999,9,9,320,320,9,9,23,41,2014
19,1901,9,2014,6,8,19,1901,28,21,4,4,320,320,4,4,23,41,2014
6,604,8,2014,23,7,17,1709,36,36,4,4,320,320,4,4,23,41,2014
1,101,7,2014,4,3,1,101,999,999,9,9,320,320,9,9,24,41,2014
1,101,4,2014,19,2,1,101,37,27,4,4,320,320,5,5,26,41,2014
1,101,5,2014,3,1,1,101,999,999,9,9,320,320,9,9,26,41,2014
1,101,6,2014,15,4,1,101,999,999,9,9,320,320,9,1,26,41,2014
2,201,3,2014,19,2,1,101,999,999,9,9,320,320,9,9,26,41,2014
17,1703,3,2014,7,1,17,1703,41,34,4,4,320,320,5,4,31,41,2014
3,306,3,2014,20,2,19,1901,41,38,4,4,320,320,4,4,31,41,2014
1,101,8,2014,11,6,1,101,999,999,9,9,320,320,9,1,31,41,2014
19,1904,7,2014,22,5,19,1904,29,31,4,4,320,320,4,4,31,41,2014
19,1901,4,2014,28,3,19,1901,999,999,4,9,320,320,9,9,31,41,2014
1,101,7,2014,30,5,1,101,999,999,9,9,320,720,9,9,31,41,2014
10,1017,2,2014,15,1,10,1001,35,28,4,4,320,320,4,4,33,41,2014
1,101,7,2014,1,4,1,108,30,26,9,9,320,320,4,4,34,41,2014
1,101,5,2014,20,2,3,309,31,32,9,9,320,320,4,4,34,41,2014
1,101,2,2014,20,1,1,101,999,999,9,9,320,320,9,9,34,41,2014
1,101,6,2014,3,4,1,101,999,999,9,9,320,320,9,9,34,41,2014
1,101,6,2014,22,5,1,101,999,999,9,9,320,320,9,9,34,41,2014
1,101,6,2014,13,2,1,101,999,999,9,9,320,320,9,9,34,41,2014
1,101,6,2014,1,1,1,101,29,26,4,4,320,320,4,4,35,41,2014
12,1215,8,2014,25,6,12,1215,42,29,4,4,320,320,3,5,35,41,2014
5,501,8,2014,1,4,5,501,32,32,4,9,320,320,4,1,35,41,2014
1,101,5,2014,20,3,1,101,999,999,9,9,320,320,9,9,35,41,2014
1,101,5,2014,22,4,1,101,999,999,9,9,320,320,9,9,35,41,2014
1,101,6,2014,2,4,1,101,999,999,9,9,320,320,9,9,35,41,2014
1,101,6,2014,2,5,1,108,999,999,9,9,320,320,9,9,35,41,2014
1,101,6,2014,20,3,1,108,999,999,9,9,320,320,1,1,35,41,2014
1,101,9,2014,12,6,1,101,999,999,9,9,320,320,9,9,35,41,2014
1,101,6,2014,7,2,1,101,999,40,9,9,320,320,1,1,41,41,2014
2,201,4,2014,2,4,2,207,999,999,9,9,320,320,9,9,41,41,2014
3,301,9,2014,31,3,3,301,24,22,4,4,320,320,4,4,42,41,2014
3,301,9,2014,3,6,3,313,999,999,4,4,320,320,4,4,43,41,2014
22,2202,8,2014,3,7,22,2201,28,22,4,4,320,320,4,3,43,41,2014
16,1613,3,2014,7,2,16,1613,29,23,4,4,320,320,4,4,43,41,2014
22,2202,4,2014,26,3,22,2202,26,27,4,4,320,320,4,4,43,41,2014
7,701,5,2014,25,3,7,701,29,30,1,1,320,320,4,4,43,41,2014
1,101,6,2014,18,3,1,101,30,31,4,4,320,320,4,4,43,41,2014
1,101,7,2014,23,1,1,101,32,35,4,4,320,320,4,4,43,41,2014
1,101,9,2014,30,5,1,101,33,36,4,9,320,320,5,4,43,41,2014
9,903,5,2014,9,1,9,903,34,37,4,4,320,320,5,4,43,41,2014
9,901,8,2014,12,2,9,901,999,45,9,4,320,320,9,4,43,41,2014
19,1903,8,2014,30,1,19,1903,47,47,9,9,320,320,4,4,43,41,2014
4,407,9,2014,13,2,4,407,50,47,1,1,320,320,4,4,43,41,2014
1,101,5,2014,31,1,1,101,999,999,9,9,320,320,9,9,43,41,2014
1,101,7,2014,3,4,1,101,999,999,9,9,320,320,9,9,43,41,2014
1,101,7,2014,23,5,1,101,999,999,9,9,320,320,9,9,43,41,2014
1,101,7,2014,11,6,1,108,999,999,9,9,320,320,9,9,43,41,2014
1,115,3,2014,9,1,1,115,36,34,4,4,320,320,1,1,43,41,2014
1,101,5,2014,3,3,1,101,39,34,9,9,320,320,1,1,51,41,2014
2,201,9,2014,18,8,2,201,59,25,4,4,320,320,3,4,52,41,2014
14,1401,8,2014,18,6,14,1418,30,28,1,1,320,320,4,4,52,41,2014
1,101,8,2014,27,6,1,102,37,38,4,4,320,320,4,4,52,41,2014
18,1801,6,2014,3,2,18,1801,39,39,4,4,320,320,2,4,52,41,2014
1,101,4,2014,20,2,1,108,58,60,4,4,320,320,4,4,52,41,2014
1,101,3,2014,20,1,1,101,999,999,9,9,320,320,9,1,52,41,2014
1,101,8,2014,16,6,1,101,999,999,9,9,320,320,9,9,52,41,2014
1,108,9,2014,11,8,3,308,999,999,9,9,320,320,9,9,52,41,2014
16,1601,8,2014,1,4,1,101,999,999,9,9,320,320,9,9,52,41,2014
11,1101,7,2014,3,7,10,1002,33,999,4,9,320,320,4,1,52,41,2014
1,101,5,2014,21,1,1,101,38,999,4,9,320,320,3,9,52,41,2014
1,101,7,2014,30,5,1,101,49,999,4,9,320,320,5,9,52,41,2014
10,1008,7,2014,4,3,10,1001,32,38,4,4,320,320,9,9,61,41,2014
5,506,5,2014,2,4,22,2214,999,40,9,4,320,320,9,4,61,41,2014
3,304,4,2014,17,2,3,304,999,999,9,9,320,320,9,9,61,41,2014
22,2205,6,2014,19,5,22,2205,39,37,9,4,320,320,1,4,71,41,2014
5,501,3,2014,9,1,5,501,999,999,9,9,320,320,1,9,72,41,2014
1,101,6,2014,14,4,1,101,999,999,9,9,320,320,9,9,75,41,2014
1,115,5,2014,11,4,1,101,43,46,9,9,320,320,1,1,81,41,2014
9,920,3,2014,7,1,9,920,29,30,4,4,320,320,2,4,83,41,2014
3,302,7,2014,30,5,3,302,40,32,9,4,320,320,9,4,92,41,2014
2,206,7,2014,23,1,2,206,21,23,4,4,320,320,3,4,99,41,2014
1,101,9,2014,5,8,1,101,28,30,4,9,320,320,4,4,99,41,2014
16,1609,4,2014,13,1,16,1609,39,34,9,9,320,320,9,9,99,41,2014
10,1004,2,2014,23,1,10,1004,39,38,1,1,320,320,2,4,99,41,2014
10,1001,6,2014,27,3,10,1001,39,40,4,4,320,320,9,4,99,41,2014
1,101,8,2014,19,3,1,101,999,46,9,4,320,320,9,4,99,41,2014
1,101,6,2014,24,3,1,101,21,50,4,4,320,320,4,4,99,41,2014
1,101,4,2014,31,1,10,1004,999,999,9,9,320,320,9,9,99,41,2014
1,101,6,2014,11,4,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,6,2014,24,6,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,6,2014,20,1,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,7,2014,29,5,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,114,7,2014,27,5,1,114,999,999,9,9,320,320,9,9,99,41,2014
1,101,9,2014,8,5,1,101,999,999,9,9,320,320,9,9,99,41,2014
5,510,5,2014,7,2,5,501,999,999,9,9,320,320,9,9,99,41,2014
9,901,8,2014,20,6,9,901,999,999,9,9,320,320,9,9,99,41,2014
10,1001,2,2014,5,2,10,1001,999,999,9,9,320,320,9,9,99,41,2014
10,1001,7,2014,29,1,11,1102,999,999,9,9,320,320,9,9,99,41,2014
18,1804,8,2014,29,4,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,9,2014,14,4,1,101,24,23,4,4,320,320,2,4,99,41,2014
1,101,5,2014,6,2,1,101,27,24,4,4,320,320,4,4,99,41,2014
1,101,7,2014,28,5,1,101,28,36,4,4,320,320,5,4,99,41,2014
6,613,8,2014,8,8,6,613,999,28,9,4,320,320,9,4,99,41,2014
1,103,5,2014,13,5,1,111,32,32,9,4,320,320,9,4,99,41,2014
19,1901,3,2014,13,2,19,1901,35,34,4,4,320,320,9,4,99,41,2014
14,1403,9,2014,16,6,14,1403,42,36,9,1,320,320,9,3,99,41,2014
1,116,7,2014,11,6,1,116,999,38,9,4,320,320,9,4,99,41,2014
5,501,5,2014,17,2,5,501,999,38,9,4,320,320,9,4,99,41,2014
22,2210,9,2014,4,8,22,2210,999,38,9,9,320,320,9,4,99,41,2014
14,1401,7,2014,26,5,14,1401,999,44,9,4,320,320,9,4,99,41,2014
16,1601,9,2014,29,5,1,101,999,999,9,9,320,320,9,9,99,41,2014
21,2101,4,2014,25,3,21,2101,999,999,9,9,320,320,9,9,99,41,2014
1,101,4,2014,7,2,1,101,999,999,9,9,320,320,9,9,31,41,2014
1,101,7,2014,19,5,1,101,999,999,9,9,320,320,9,1,31,41,2014
1,115,5,2014,20,3,1,115,999,999,9,9,320,320,1,9,99,41,2014
1,108,6,2014,21,3,1,108,999,999,9,9,320,320,9,9,75,41,2014
6,614,9,2014,23,7,1,101,29,27,4,4,320,320,4,4,35,42,2014
9,901,5,2014,1,4,9,901,36,29,1,4,320,320,4,4,43,42,2014
1,101,7,2014,28,5,1,101,30,31,4,4,320,320,3,4,96,42,2014
9,901,5,2014,11,3,9,901,999,24,9,4,320,320,9,5,99,42,2014
15,1508,4,2014,11,2,15,1508,999,25,9,1,320,320,9,4,12,43,2014
1,101,5,2014,13,3,1,101,53,999,4,9,320,320,5,9,21,43,2014
15,1501,8,2014,5,6,15,1501,27,25,4,4,320,320,4,4,31,43,2014
1,101,6,2014,14,4,1,109,24,21,4,4,320,320,4,4,31,43,2014
9,904,3,2014,4,3,9,904,24,26,4,4,320,320,4,4,31,43,2014
1,101,5,2014,7,3,1,101,999,999,9,9,320,320,1,9,34,43,2014
1,114,2,2014,4,2,1,114,24,24,4,4,320,320,4,3,35,43,2014
1,101,3,2014,23,1,1,101,35,28,4,4,320,320,4,4,35,43,2014
1,101,7,2014,30,4,1,101,50,48,4,9,320,320,4,1,41,43,2014
1,101,6,2014,28,4,1,111,999,999,9,9,320,320,1,9,41,43,2014
1,101,6,2014,3,3,1,110,36,41,4,4,320,320,4,4,42,43,2014
7,701,5,2014,15,4,7,701,26,24,1,4,320,320,4,4,43,43,2014
1,101,7,2014,2,6,1,101,26,26,4,4,320,320,4,4,43,43,2014
1,101,7,2014,20,5,1,101,31,29,4,4,320,320,4,4,43,43,2014
22,2204,4,2014,26,3,22,2202,38,31,4,4,320,320,4,4,43,43,2014
1,101,5,2014,10,2,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,5,2014,29,1,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,6,2014,14,4,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,7,2014,10,3,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,7,2014,16,6,1,101,999,999,9,9,320,320,9,9,43,43,2014
1,101,8,2014,11,3,1,101,999,999,9,9,320,320,9,9,43,43,2014
13,1301,3,2014,30,1,13,1301,999,999,9,9,320,320,9,9,43,43,2014
16,1602,9,2014,2,7,16,1601,999,999,9,9,320,320,9,9,43,43,2014
9,920,9,2014,24,7,9,920,34,38,4,4,320,320,4,4,43,43,2014
5,510,5,2014,3,4,5,501,30,25,5,4,320,320,3,4,51,43,2014
14,1401,6,2014,14,4,14,1401,32,28,1,1,320,320,3,4,52,43,2014
12,1217,5,2014,18,3,12,1217,34,999,4,9,320,320,9,9,52,43,2014
1,101,6,2014,11,4,1,101,999,999,9,9,320,320,9,9,52,43,2014
9,920,6,2014,5,6,9,922,24,27,4,4,320,320,3,4,52,43,2014
16,1604,5,2014,19,2,16,1604,999,999,9,9,320,320,9,9,61,43,2014
17,1712,4,2014,7,1,17,1708,31,23,4,4,320,320,1,4,71,43,2014
1,101,3,2014,10,1,1,101,999,999,9,9,320,320,9,9,72,43,2014
22,2205,8,2014,4,7,22,2205,28,21,4,4,320,840,4,4,74,43,2014
1,109,4,2014,27,2,1,109,35,30,1,1,320,320,3,4,81,43,2014
5,513,5,2014,19,2,5,513,26,28,4,4,320,320,9,9,99,43,2014
1,110,7,2014,19,6,1,110,28,29,9,4,320,320,3,5,99,43,2014
4,413,8,2014,21,4,4,413,29,34,4,4,320,320,3,4,99,43,2014
12,1215,4,2014,13,1,12,1215,48,46,4,4,320,320,4,4,99,43,2014
1,101,9,2014,23,7,1,101,999,999,9,9,320,320,9,9,99,43,2014
4,401,7,2014,19,5,1,109,999,999,4,1,320,320,1,1,99,43,2014
16,1601,8,2014,8,5,16,1601,999,999,9,9,320,320,9,9,99,43,2014
19,1904,9,2014,21,7,19,1904,999,999,9,9,320,320,9,9,99,43,2014
21,2106,8,2014,10,6,21,2106,999,999,9,9,320,320,9,9,99,43,2014
19,1901,5,2014,20,3,19,1904,29,999,4,4,320,320,9,4,99,43,2014
22,2203,8,2014,10,7,22,2203,26,28,4,4,320,320,5,5,99,43,2014
22,2201,4,2014,27,3,22,2201,31,29,4,9,320,320,1,1,99,43,2014
1,101,6,2014,6,5,14,1421,999,999,9,9,320,320,1,1,99,43,2014
6,601,4,2014,11,3,6,601,999,34,9,4,320,320,9,4,99,43,2014
10,1020,8,2014,24,5,9,901,999,999,9,9,320,320,9,9,99,43,2014
1,101,9,2014,17,7,21,2106,35,28,4,4,320,320,5,4,71,43,2014
1,101,5,2014,11,3,1,101,999,999,9,9,320,604,9,9,24,44,2014
1,101,6,2014,3,4,1,103,46,37,4,4,320,320,5,5,25,44,2014
3,302,5,2014,3,1,3,302,36,31,4,4,320,320,9,4,71,44,2014
1,101,9,2014,1,7,1,101,31,29,9,9,320,320,1,1,99,44,2014
1,101,7,2014,19,6,1,101,45,42,4,4,320,320,1,6,99,44,2014
9,920,7,2014,22,2,9,920,30,23,4,4,320,170,5,4,26,44,2014
11,1106,3,2014,29,1,11,1106,24,25,4,4,320,320,4,3,31,51,2014
14,1401,9,2014,16,6,22,2202,37,30,4,4,320,320,9,4,21,51,2014
1,116,7,2014,26,6,1,116,26,23,4,4,320,320,4,3,25,51,2014
10,1002,8,2014,15,7,10,1002,45,30,4,4,320,320,3,3,26,51,2014
1,101,8,2014,19,5,1,101,43,25,4,4,320,320,4,4,31,51,2014
1,101,7,2014,14,5,1,101,27,22,9,9,320,320,1,1,34,51,2014
5,501,8,2014,10,6,5,501,999,999,9,9,320,320,9,9,41,51,2014
1,102,6,2014,28,4,1,102,40,38,4,4,320,320,4,4,43,51,2014
19,1901,7,2014,19,6,19,1901,27,28,4,4,320,320,4,2,51,51,2014
22,2207,5,2014,27,3,22,2207,37,32,4,4,320,320,3,4,52,51,2014
19,1902,4,2014,12,3,19,1902,27,22,4,4,320,320,2,2,61,51,2014
1,101,7,2014,9,6,1,101,999,999,9,9,320,320,9,9,72,51,2014
1,101,7,2014,19,6,1,101,999,36,9,4,320,320,9,3,75,51,2014
10,1014,8,2014,7,8,10,1014,24,24,4,4,320,320,3,3,83,51,2014
1,101,9,2014,26,6,6,613,54,50,4,4,320,320,4,2,83,51,2014
18,1804,2,2014,4,2,18,1801,29,29,4,4,320,320,9,2,92,51,2014
16,1601,7,2014,21,1,16,1601,41,31,9,1,320,320,4,4,99,51,2014
6,608,3,2014,4,2,6,608,27,35,9,4,320,320,9,4,99,51,2014
2,207,9,2014,22,8,2,206,25,36,9,9,320,320,4,9,99,51,2014
1,102,4,2014,3,2,1,102,34,30,4,4,320,320,5,4,99,51,2014
9,901,5,2014,12,3,9,901,27,36,4,4,320,320,4,5,43,51,2014
22,2202,6,2014,2,6,22,2202,999,33,9,4,320,320,9,2,99,51,2014
5,502,3,2014,17,2,1,101,28,27,4,4,320,320,5,5,21,52,2014
8,801,9,2014,3,7,8,801,999,999,9,9,320,320,1,1,26,52,2014
18,1805,8,2014,31,7,18,1805,999,999,9,9,320,320,9,9,31,52,2014
1,109,5,2014,8,4,1,109,24,22,1,1,320,320,4,2,34,52,2014
13,1301,9,2014,9,7,13,1301,27,32,4,4,320,320,4,4,34,52,2014
1,101,9,2014,24,6,1,101,999,55,9,4,320,320,9,4,35,52,2014
20,2002,6,2014,22,4,20,2002,42,51,9,5,320,320,4,3,43,52,2014
8,801,6,2014,14,3,8,801,24,19,1,1,320,320,3,4,52,52,2014
8,805,7,2014,29,4,8,805,22,20,1,1,320,320,1,3,52,52,2014
7,701,5,2014,11,3,7,701,32,26,9,1,320,320,2,2,52,52,2014
1,101,6,2014,15,5,1,101,46,28,4,9,320,320,4,4,52,52,2014
16,1601,9,2014,11,7,16,1601,25,29,4,4,320,320,5,5,52,52,2014
1,101,6,2014,2,4,1,108,34,34,4,4,320,320,4,4,52,52,2014
6,601,2,2014,27,1,6,601,50,35,4,4,320,320,2,4,52,52,2014
13,1301,9,2014,30,5,13,1320,44,37,1,4,320,320,1,2,52,52,2014
8,805,4,2014,7,2,8,805,36,39,1,1,320,320,2,1,52,52,2014
1,101,6,2014,9,1,1,101,999,999,9,9,320,320,9,9,52,52,2014
10,1001,3,2014,28,1,1,108,999,999,9,9,320,320,9,9,52,52,2014
22,2204,8,2014,14,8,22,2204,41,34,4,4,320,320,1,2,61,52,2014
1,101,5,2014,24,3,1,101,50,49,4,4,320,320,3,4,72,52,2014
21,2101,6,2014,12,5,18,1805,36,33,4,4,320,320,2,3,83,52,2014
5,501,5,2014,6,2,5,501,39,36,4,4,320,320,4,3,99,52,2014
18,1801,7,2014,19,6,18,1801,46,42,4,4,320,320,3,2,99,52,2014
1,101,9,2014,27,3,1,101,61,48,9,4,320,320,9,4,99,52,2014
1,101,5,2014,8,5,1,101,40,39,9,9,320,320,1,1,99,52,2014
7,701,7,2014,22,5,4,401,43,50,9,4,320,320,1,4,99,52,2014
16,1604,7,2014,2,7,16,1604,28,25,1,4,320,320,4,3,43,52,2014
15,1506,7,2014,28,5,15,1506,24,21,4,4,320,320,2,2,61,52,2014
1,101,9,2014,29,7,1,115,23,24,4,9,320,320,4,4,83,52,2014
4,416,7,2014,9,5,1,101,999,999,9,9,320,320,9,1,92,52,2014
9,913,9,2014,14,4,8,805,21,20,1,1,320,320,3,3,99,52,2014
1,115,5,2014,31,3,1,115,999,999,9,9,320,320,9,9,99,52,2014
1,116,6,2014,7,4,1,116,27,25,4,4,320,320,4,3,23,52,2014
1,101,5,2014,10,3,1,101,51,45,4,4,320,320,4,4,35,52,2014
1,101,7,2014,5,6,1,101,999,999,9,9,320,320,1,1,41,52,2014
16,1601,6,2014,25,2,16,1601,30,26,1,1,320,320,2,4,42,52,2014
1,101,6,2014,8,5,1,101,31,23,4,9,320,320,4,1,44,52,2014
1,101,6,2014,3,4,1,110,29,31,4,4,320,320,4,4,52,52,2014
9,901,4,2014,10,3,9,901,38,29,1,4,320,320,2,3,72,52,2014
1,101,9,2014,29,5,1,101,31,23,4,4,320,320,2,3,72,52,2014
1,101,7,2014,8,4,1,108,21,18,4,4,320,320,4,4,99,52,2014
1,101,9,2014,29,7,1,101,999,999,9,9,320,320,9,9,21,53,2014
9,920,8,2014,25,2,9,920,999,37,9,4,320,320,9,3,72,54,2014
1,101,7,2014,19,3,1,115,999,999,9,9,320,320,9,9,54,54,2014
1,101,8,2014,26,6,1,101,20,19,4,4,320,320,4,4,74,73,2014
5,506,3,2014,13,1,5,506,47,39,4,4,320,320,2,2,52,75,2014
1,101,7,2014,7,5,1,101,999,999,9,9,320,320,9,9,61,75,2014
2,203,6,2014,22,4,2,203,999,999,9,9,320,320,9,9,61,75,2014
9,901,8,2014,16,5,9,901,41,999,1,9,320,320,9,4,99,75,2014
1,114,2,2014,4,2,1,101,999,999,9,9,320,320,9,9,99,75,2014
10,1013,6,2014,23,4,10,1013,42,41,1,1,320,320,2,2,52,75,2014
8,801,6,2014,14,5,8,801,999,999,9,9,320,320,9,9,75,75,2014
1,108,4,2014,20,1,1,108,999,999,9,9,320,320,9,9,75,75,2014
8,801,6,2014,24,4,8,801,999,999,9,9,320,320,9,9,81,75,2014
1,101,9,2014,25,7,1,101,999,999,9,9,320,320,9,9,52,81,2014
12,1202,6,2014,31,3,12,1202,34,35,9,9,320,320,1,1,61,81,2014
